順位,ネーム,ルームナンバー,info,登録者数
1877,星月凛channel,487304729,Hi~Hi~这里是Virtual Dove居民星月凛~~是バ美肉松鼠，喜欢虚拟歌姬！唔唔，我这么可爱点个关注再走嘛w~,354
1878,苍南Channel,263031381,awa,354
1879,法芙娜Official,8183733,"从故事中诞生的故事,法芙娜·冯·菲尔德伯格
                身无长技,偏安一隅,casa所属的自闭势VUP
                信件交流群:344438816
                劣等生。",351
1880,甘味子,305100,Virtual Genesis所属个人势，什么都想尝试的杂食UP。各种安排请关注动态~,350
1881,マ-ほChannel,28821597,"兴趣使然的虚拟人频道，佛性游戏，随缘直播。
                一号机：神造マリア，二号机：方糖子，隐藏角色：画师妈妈CirCle",349
1882,十月Itukii,486457593,个人势-live2d模型师,348
1883,沐雨響愁,30859081,休息一会然后回来,347
1884,Nekoha猫小派Channel,471452055,"已正式毕业，江湖再见
                猫小派的QQ表情：猫小派的奇妙日常
                出道：2019.10.27
                生日：12.22",346
1885,水音铃奈Channel,300377559,"Norns Project 水音铃奈


                因为奇怪的原因被同事们称作野猫？
                铃奈大人会记仇的!",344
1886,竹之内Yukina,519971330,ANTINOMY13二期生 竹之内有希那 竹ノ内ユキナ,344
1887,冬泽枫かえで,11368670,个人势vup守护和平的黑手党教父，想要成为大家的太阳，想要成为最温柔的英雄。1091244421粉丝群,343
1888,竹小初Kohatsu,524086947,<cloud connecting>二期生，每天都要满腹状态~胖达养殖群：670730539,343
1889,Setsu-夜灵,16965625,个人势VUP，种族是雪狐w，企鹅群：1063406766 PS：承接live2d模型制作详情私信x,340
1890,五十岚Lucain,6092677,<ChaosLive·S>所属画师，羽音单推bot，约稿私信！,340
1891,雪姬幸official,3057684,个人势虚拟神明雪姬幸，现就读于某校初中二年级。,340
1892,残夜暗杀_Official,22974315,出道准备中。已转生-魔女公司sp- 残夜的小窝：812687140,338
1893,风从虎Official,2323380,是三垣四象社团的小白虎！群号：61572610记得备注B站ID噢(>ω<),337
1894,神楽坂優希奈,838154,雪奈奈一直很可爱对嘛,336
1895,诗织佳奈,34496207,34496207,335
1896,米莉尔-卡欧斯,479326657,【準備中】chaoslive一期生米莉尔，大家可以叫我米莉尔或者小米粒（ミリちゃんと呼んでいいわよ）,335
1897,ELFrost官方,21381174,"虚拟up主/Vtuber组织ELFrost官方
                虚拟动漫社企划进行中",334
1898,御庭幻想Official_,7173428,<ChaosLive·S>所属虚拟主播御庭幻想,334
1899,桐生一凛Channel,21317143,个人势视频向为主八美肉VUP桐生一凜/粉丝群：390478828/直播指引→@桐生一凛Live,334
1900,伏徵羽Official,7375144,<PlutoCharon> 这里是伏徵羽，今后请多多关照,332
1901,喵小小姑,12349820,"裂开，缝上!
                吐了，吞回去!",332
1902,Roya_official,516543529,撒币社所属虚拟主播 画师：微博@__KiTA 模型：微博@秋睦,330
1903,写书人虞心,7677377,新人vup，八美肉哒！请多多指教！之后的视频大多以硬核杂谈为主。,330
1904,小黑小白呜喵,517878336,佛系主播，想要关注,330
1905,伊莉哆,476316474,脾气直，感谢信任。希望你们能看清并理智地去d喜欢的v❤,327
1906,野呂山_13,544483620,Antinomy13二期生野呂山，念作NOROYA，热爱大自然,326
1907,南山松间叶,19618681,今、冬眠してございます。,324
1908,一目_DM,179551425,【vup】我是一目 • DM！视频和小视频主要投递DM相关哟！,323
1909,nijiirohirari,400484164,"我叫""虹色 彩羽""（Nijiiro Hirari / 虹色ひらり）/新人Vtuber/女仆/Follow me!",319
1910,炫银蛇,51234175, 个人势 一条寻找着自己身世的职业雇佣者。不断进步突破极限！ 粉丝吹水群：646840514,317
1911,白庭Tenko,8370845,<ChaosLive·S>所属 一名异世界的流浪骑士狐！！ ,317
1912,澪心_official,109592736,具有双人格的电脑，每样事情都略懂,317
1913,苍冰-Official,72537730,隶属当视研动漫社的VUP苍冰·F·萨哈罗娜（Cедойлед·F·Сахаровна）参上!夜露死苦！,316
1914,十六夜凛子Official,6074208,【写手系VUP】到处活动着的付丧神，化形为曾经的主人的模样，目前正在思考着居酒屋的事情。各种奇怪的双冠发言张口就来。 画师：肝酱,314
1915,秋分迟,8112072,废话超人，oc爱好者，nature所属，个人群692865013箱推群750806401,313
1916,北柒_Official,203137754,你好！我是北柒！个人势vup 中考在即 qq79507389 推特@kuclly,311
1917,花嶺_ハナレ,10842524,"萝卜精灵の花嶺。游戏黑洞/多声线vup
                唠嗑Q群：906198220",311
1918,卡罗尔_Carol-Pan,3111606, -VirloProject 在下是卡罗尔·潘，可能是您没见过的视频势吟游诗人- 阅览室群：1128707020,310
1919,啥也不会的几秋,482898902,ProbleKids所属的vup，粉丝群号：991055772,309
1920,モスコミュール搬运,397275545,"大家贵安。这里是在空中旅行的虚拟创作者莫斯科穆尔。

                救救大叔，搬运组群号：129769777",308
1921,凛-阿格雷阿斯,2650919,<ChaosLive·S>个人势恶魔！！！Rin·Agreas（凛·阿格雷阿斯）是我的名字！q群1035695532,307
1922,壹夜youzoula,21911535,剑士系个人势VUP，让我们一起努力成长吧！,307
1923,Mika_Official,97883488,<Creator Coffee所属＞有没有看到我的可爱之处呢❤,306
1924,鸩_zzz,32344331,InkSchool所属，粉丝群：635826789,306
1925,暮雨_Muyu,15452470,<Vcoffee社团所属> 拥有5w年龄的个人势虚拟剑齿虎，喜欢打电动、吃饭、睡觉、偷懒。live2d建模约稿请私聊,305
1926,即墨侑Sokuboku_Yuu,36999375,一个dd，人设的话是狐龙姬。「高中生更新时间不定」,303
1927,莫宇声含Channel,276610105, 一名S.N.A的男妈妈❖合作联系企鹅：2894680738莫宇声含的小遥子（粉丝群）：661450650,303
1928,渊Huchi,430328256,<ChaosLive·S>个人势。视频/直播/gamer/请多指教。,301
1929,白黎虓Channel,12164435,个人势，喜欢打游戏但又打的菜的不那么温顺的白虎。欢迎各位找我联动，群975251197,301
1930,北世卿泠channel,2761450,"任TTTeamVUP一职,一个拥有P社多重身份证的罪大恶极之人（？）",300
1931,俺君,513913,格格不入。,297
1932,枫间樱华channel,3502889,"一名神明vup，枫间樱华！是春与秋的神明，多多关照~
                神明的小窝：906305404
                绘画文章多已负能为主，请谨慎食用",297
1933,大家拜拜啦,519010597,大家拜拜啦～～走啦！,297
1934,黑羽白夜Channel,532974,个人势虚拟神父，传播天使（天羽四叶Official）的福音，画师妈妈ice_official,297
1935,椎名真绪,223133732,-魔女公司Project- ,296
1936,拉芙斯Dodo,3156227,"――Virlo所属Vup――
                破碎的镜中映照的是如同万花筒般的真实
                ……只是随意摘录的一句话。
                种族是精灵的现役学徒睡前数的清羊吗？",294
1937,星の子private,71710117,星の世界！星光晶烁！星碎流光！星の陨逝! 11星于一体の双鱼~不男女未嬲~否雄雌畏兽~为星系の座~视世人为の尊！vup,294
1938,Burgess肆壹,34547736,音游VTB（？）/夏坊画师/爱发电：Burgess41/直播间：肆壹二号机/Pixiv：Burgess41/推特：Burgess肆壹,293
1939,一般网民沃某,35940828,"想给可爱的孩子做可爱的衣服
                为了等待命运中的吐槽役所以一直在做傻事装傻子（？）",293
1940,心白羽雲,354190216,354190216,289
1941,千年_Official,3179089,CASA社所属下饭vup，什么游戏都喜欢玩，但是什么游戏都打的很菜的vup ，直播通知群：1004556331,288
1942,是秋殇呀,390043592,大家好！这里是秋殇！个人势vup，虽然说咱是吸血鬼但已经很久没吸过血啦~ 虽然是笨比但喜欢玩推理游戏！群是678205374 ,287
1943,蓝朵_Official,435403748,大家好，我是朵爷，现在在招募小弟，嘛嘛嘛，我罩你。,287
1944,天满妮娅Official,515200194,大家好！这里是来自日本的个人势Vtuber 天満ニア(Amama Nia)哟。中文译名是【天满 妮娅】！,286
1945,鬼狐梅子玖,31345142,非常生草与丢人的下饭系鸽子主播梅子玖咕咕狐，干啥啥不行摸鱼第一名,285
1946,水母水母吃货子,8750978,8750978,285
1947,里荼院双星,3020880,FPS爱好者 冒险沙盒游戏爱好者！ 群 588259186！,285
1948,乌间羽Hane,8179815,-Virtual Genesis所属- 鸽子乌鸦系Vup，特技是血压升高术 2.0模型妈:十月official,283
1949,能叫我瓜瓜吗_,82463104,隐退闲散人员一枚。Ps:出道和毕业视频有空会做的。(南瓜子_Pumpkin),282
1950,黑咲雾奈_Official,188537011,气人轻小说vup，动态艺人，知名兽耳咕咕w 欢迎来找我玩:539744102 ~悲伤而又温馨的物语~咕,282
1951,春日リラ_Channel,878070,新人vtuber 春日リラ です！这里是新人vtb 春日莉拉 粉丝群806060142,280
1952,NaiD26号Channel,554362964,大家好这里是NaiD26号…是新人vup（时不时会不可描述）请大家多多关照～其他视频账号：@NaiD26号official,279
1953,沐凌Mokuryo,33808887,个人号，Warma单推，音游人，FPS，主ow，steamid:Muyisa,278
1954,柏拉兔_Official,1798740,P R社所属兔子/会唱歌但很懒的游戏咖 兔子群：739369303,277
1955,Lis橙子,9128378,是个专注百合漫的人～～【N日三部】系列杂谈开放~~男声女身性转换男の娘VUP~~,276
1956,阿肆IIsa_Channel,488184401,个人势vup，直播以游戏为主，人菜瘾大。提问箱:https://www.popiask.cn/a4IIsa,276
1957,狐缦Y,476813998,随缘直播，如果消失了是正常现象 大号@在下狐缦 水友群：667505970,274
1958,Hokori__,33127428,我不当vup啦 ！ 安静配音、唱歌 唠嗑群971128868    合作联系506440229,273
1959,林不夜侯,6186116,玹云社所属。每日手冲好青年。,273
1960,矢瀧Yataki,191652,Virtual Genesis所属，虚拟人贩子（画师）接虚拟主播定制稿，支持一条龙。约稿请私信。是20位鸽子人的妈,272
1961,沢気彻子Official,188886146,是Function所属vup沢気彻子—！甜品铺子：108821834,271
1962,风見_,300913004,✧Virtual Genesis研究所 所属✧ 恢复活动ing...20％/做自己想做的事情/画师妈妈：电池,271
1963,梦影Channel,1915840,<魔女公司Project sp所属>来自亚帕斯提亚的松鼠 有事请联系qq737017228,270
1964,蒼星にわChannel,94126049,你好 我是NiwaPro所属的虚拟奶牛猫苍星庭·擅长画画和白给·约稿请私信❤️,270
1965,兎咲rurito_Channel,519874142,✨,269
1966,理曦明火,151702,理曦家第三代家主，肉身女体化的八美肉一枚，vid鸽舍一期生成员啊哈ww,269
1967,一Official,5817259,Virtual Genesis。目标是玩遍世界上所有的电子游戏！直播通知群455819518粉丝群1063949084,268
1968,守矢葵Channel,2285816,PaimonHell个人势。狐狸神使是也。喜欢van游戏（菜）。伏见大社小角落：952419782 ,268
1969,爱实Manami,8912370,-魔女公司 Project sp-所属，我是爱实，画师妈妈是五月梅花落老师，救济院（粉丝群）603302975。,268
1970,羽生初云_cloud,130097809,虚拟主播社团远星社farstar社长，同时也是社里最没有地位的人，还要被迫出道，粉丝（迫害）群：1067552361,267
1971,翎音酱-Channel,521137269,喵吼，咱是幻境社穗樱屋专属吉祥物翎音，为了能和大家一起贴贴所以出道辣，今后多多指教。妈妈是星星布丁和江城,267
1972,姆姆王,345941288,"进修中……
                『现幻Home社成员姆』
                史莱姆的小窝：693022138（QQ群）",264
1973,赫斯塔_Hestur,21363840,『英灵殿·星名社』互助个人势，希望能一直无忧无虑，过得开开心心，擅长熬夜！_群:370863303,264
1974,SAkuraNeza,37799173,❀已失踪❀个人势vup，是个鲨手，隶属于星名社群号 887542713欢迎来玩,263
1975,汐水琉月,6930077,@=@，鸽子/无事取关，鸽子窝：699529215。,263
1976,山月はかみ_Official,88174947,岄project一期生所属liver山月はかみ，降临凡间的虚拟猫猫创世神desu！谢谢您的关注与支持！！,262
1977,今夭的平行世界,395426377,"再出道准备中……
                kanae pro所属的虚拟up主
                今夭的小庭院：1020803337",260
1978,矢上飞鸟_official,2393138,普通话不标准的广普vup～来自异世界得高达驾驶员~应援群号935822160,260
1979,艾琳克拉斯Channel,441338522,以暂停b站活动,260
1980,南光雲戌_channel,169305,我是因为喜欢人类的世界所以从汪星来的汪星人Vup，南光云戌哦------画师/模型师担当----@鲨鱼サメ ,259
1981,写作青云读作废物云,446414455,玹云社所属，是个擅长吃喝玩乐八卦的废物云。,259
1982,埃德罗莎-AD,408395284,学习和尝试中的独立游戏开发者，同时也是尚在筹备中的VUP，还请大家多多关照啦,258
1983,英灵殿ValhallaClub,484631912,VC社官号，我要D！！！,258
1984,依依Eyi,476265345,"易书社看板娘Eyi的说，愿望是让更多的同学喜欢上计算机丫，请多指教~
                人设画师:喵田弥夜MIYA",257
1985,娅沙Channel,612120404,Kenlos所属，娅家大姐姐娅沙，要来听我唱歌吗？欢迎来娅家玩：903607646,257
1986,山本莉莉丝_official,481264644,你有一条来自魔界的消息~！兴趣使然的个人势恶魔VUP，请多关照！粉丝闲聊群：244253976 欢迎来玩！,256
1987,菟狭ひかる,515652423,"Nature所属个人势vup，是一名天使！最喜欢画画和玩游戏～请多关照(´▽｀)
                一起呼呼：833296837",256
1988,野吕穗花Official,14103581,"Honoka来了哦。
                提问箱：https://www.popiask.cn/Honokaa
              ",256
1989,诗歌official,237230763,诗歌，隶属vup互助企划星光世界smile医疗庭。有意向加入互助企划的个人势vup可以私信我。,255
1990,祀茶tea_Official,276237470,hello我是个人势vup祀茶丫，一个平平无奇，不想被世界改变的高中女生。‎✧,254
