順位,ネーム,アイコン,ルームナンバー,info,登録者数
1765,鹿岛佩佩子Official,https://i1.hdslb.com/bfs/face/824a981240206430d514e3c0f62bfce4a45e1c0c.jpg@256h_256w,114307830,"TTTeam所属vup
                ❗出道准备中",492
1766,账号已转w详情动态,https://i2.hdslb.com/bfs/face/f2e4c27e59f7b8200465715117341b465ff5c5ed.jpg@256h_256w,183471931,————,491
1767,白岛と巧克力,https://i0.hdslb.com/bfs/face/dc20e331227aa999ab717aeff31e05cbc04b09ad.jpg@256h_256w,13145248,-魔女公司 Project- 唔姆唔姆嗯(o´▽｀o) ？（嚼嚼嚼）,491
1768,鸭子阿A,https://i1.hdslb.com/bfs/face/36e4ecd05cc89c3c9dc523cd939f50dcd2cea582.jpg@256h_256w,10829693,It is weird.,491
1769,千羽白凌official,https://i0.hdslb.com/bfs/face/7828b9f7c9835525c9d77040c57763ac203203ea.jpg@256h_256w,418293195,bilibili虚拟主播/个人势 千羽白凌请多指教！dd群662783448,489
1770,叶糖_v,https://i1.hdslb.com/bfs/face/f48b0f3ce84ab48eaaefe7ad15eae6a04be05aef.jpg@256h_256w,151207919,【粉丝群】952116701交流群欢迎大家。是个手残vup但是在努力玩游戏的vup,488
1771,绫千幸Official,https://i2.hdslb.com/bfs/face/967b6110d389ec4b8f96d846397cbe34a82182d1.jpg@256h_256w,247586004,潜伏于虚拟世界的异界旅行士参上！神秘组织总部：867427536,485
1772,00-00--00-0-00,https://i0.hdslb.com/bfs/face/352ff7cfe9111332621f278129b452d069514436.jpg@256h_256w,478453335,478453335,482
1773,响月白夜Channel,https://i1.hdslb.com/bfs/face/c9551ee4df7f3ba8f1b26162baa547944865aaf5.jpg@256h_256w,23625206,呀吼，这里是响月白夜～现役空境箱庭组美工/轴～［长期接画稿，人物设定稿，详情咨询群：203761371］,480
1774,阿尤里Ayu,https://i0.hdslb.com/bfs/face/82ac64a8bb66c75868592b5ce6c35f49478a0b30.jpg@256h_256w,31093572,来自Ink School的小恶魔，希望可以给大家带来片刻的宁静。交流群：517575061,478
1775,末世音_Official,https://i0.hdslb.com/bfs/face/ee1e961ca44eee0dd59e616543c21e499d40b4d3.jpg@256h_256w,431272599,个人视频势新人VUP末世音！世音和红百小姐的茶话会欢迎你的到来：276228390,477
1776,东方紫辰Official,https://i2.hdslb.com/bfs/face/c6eb48ebf3d2dcf3f75c42649ebfbfc21b30f145.jpg@256h_256w,475348474,恭候多时，如你所见是女性，姓名是东方紫辰，以上。,475
1777,营业十三部部长姐姐,https://i0.hdslb.com/bfs/face/df8b96a37082e89f878124ac0834c9e69f62509b.jpg@256h_256w,11288564,这里是营业十三部官方账号⊙∀⊙！,475
1778,星至Channel,https://i2.hdslb.com/bfs/face/8493a0b8cb1cb24b4fd1a174311778db37492fac.jpg@256h_256w,428523,Paimon Hell所属VUP 死宅一个 擅长快节奏游戏恐怖游戏以及泉水bb 喜欢的点个关注呀,471
1779,Verb-Official,https://i1.hdslb.com/bfs/face/9dcabe47fc7f3d36160ba441dc15362fc8fdf620.jpg@256h_256w,400198569,大家好！我是虚拟UP主Verb！,469
1780,夜矢绫芽Official,https://i1.hdslb.com/bfs/face/b3b8dc990ed96ff683d21557b9e0d7c532cf0dfd.jpg@256h_256w,244897903, 绫芽是鬼人JK！不是无口少女哦！► ►►粉丝群：362807367 NamelessProject/vup学院成员,469
1781,王剑Official,https://i1.hdslb.com/bfs/face/b2829a17753a0558c0f6aa29853362b3bb557ab2.jpg@256h_256w,12431536,发动态时才会被粉丝想起来忘记取关的卑微要饭vup,463
1782,末音むかさ_Official,https://i2.hdslb.com/bfs/face/fe7f37faed1b5669ed0ee275529a7aa5cc0f08bd.jpg@256h_256w,3006717,個人勢自由vtb，歡迎交朋友,461
1783,柾花音搬运,https://i1.hdslb.com/bfs/face/0d59d3c54cd80b00d7207e607a8e6a4d56c54864.jpg@256h_256w,489342596,授权搬运（非官方），情报转载发送等，有事请站内私信联络。,461
1784,阿斯蒙蒂斯_Asmodeus,https://i2.hdslb.com/bfs/face/e3265ee6f6284cfe3bf21dd27e0197e6f0167419.jpg@256h_256w,3337432,Vitrual Genesis所属 欲望魔王阿斯蒙蒂斯 月之暗面的恶魔城中，上演着荒谬的喜剧。粉丝群656214802,461
1785,御来屋久遠,https://i2.hdslb.com/bfs/face/9d18a7997e31d279793466a97284db156b4dc5df.jpg@256h_256w,43978304,頑張るときはいつも今,460
1786,紫苑寺郁子channel,https://i1.hdslb.com/bfs/face/d6dd598be311f166bde248abd3f546eeab38c7b2.jpg@256h_256w,198445838,个人势 无声系的neet，愿你能认识我的存在。侦探所地址：787300039。,456
1787,兎嵐,https://i1.hdslb.com/bfs/face/2fe60100fbbc10920211f2865594bd3e6a0d7851.jpg@256h_256w,2327673,老龙烛龙兎嵐字音苍。约单请看顶置,455
1788,恋海花,https://i2.hdslb.com/bfs/face/064e10306f31d0a2dc55d08cb7961b0fa0fcc751.jpg@256h_256w,8485893,"Paimon Hell社团所属
                等待并满怀希望",455
1789,金龙胧月,https://i0.hdslb.com/bfs/face/d17eeb63b5d594363bef3b348e6a5246e8a8c47f.jpg@256h_256w,25132607,魔女公司sp所属个人势虚拟主播金龙胧月 是喜欢玩游戏的龙哦～,455
1790,海斗菌,https://i1.hdslb.com/bfs/face/f22001df5c14b29565c82a460533f26f53ceb34f.jpg@256h_256w,3426505,再见。,454
1791,白鳕Channel,https://i1.hdslb.com/bfs/face/85466bfb82ebe66fff6061cc7fee8e5e1b7b3bcf.jpg@256h_256w,503827759,Plasma电浆社所属Vup，QQ群763182155,454
1792,钟持_虚拟肉鉴赏家,https://i0.hdslb.com/bfs/face/9b6b5917d79d5564dc6565d43f59e4e78b150ae9.jpg@256h_256w,536899,总之吃肉吧,452
1793,普通BQ,https://i1.hdslb.com/bfs/face/6b7e082577a39520bc43cac87a712707ab46d63b.jpg@256h_256w,13956131,励志番剧区up,451
1794,我不是未丰,https://i1.hdslb.com/bfs/face/525acaa0494dc631f5ef026d0f30b02deb4da7d1.jpg@256h_256w,349271363,BiliBili薪人VUP(目前全速进击中~ 视频有想法就更新。一起电动群:951564872 今天也继续当加把劲骑士吧,451
1795,三田そにあ搬运,https://i2.hdslb.com/bfs/face/33024e0bed308a0ab6bb1a0396020ae21f7f9a2c.jpg@256h_256w,33398732,大家好!这里是三田そにあ哦!中文正在学习中!3D化进行中!(搬运已授权) 急缺翻译、校对、时轴、美工，剪辑man!有意可私信本帐号!,450
1796,山霧-Official-,https://i2.hdslb.com/bfs/face/670a0e715c22377c8125cd519059c1a41574f71a.jpg@256h_256w,1969028,这里是个人势Vup(虚拟up主)山霧， 运营联动联系方式：771415934,449
1797,丹妮想知道,https://i0.hdslb.com/bfs/face/64e25dd024205e9fe9ba2d456bf92bc44faec464.jpg@256h_256w,543898955,我的主人就是你们呀~,446
1798,白诺吃不起饭了,https://i0.hdslb.com/bfs/face/437792e2e5af5e101288042b6415a499f0a6d237.jpg@256h_256w,50347888,这里是白诺，是一个来自异世界的剑士哒!粉丝群：778553307 ！ 直播时间晚八点,446
1799,凤鸠鸠Channel,https://i1.hdslb.com/bfs/face/1082d927354b2aae6fa18f8177f0ef15859b96a1.jpg@256h_256w,79357988,Hi~~这里是个人势Vup凤鸠九鸟，励志成为杀鸡的护士长。小窝：158533160。,444
1800,Ooze欧兹-channel,https://i0.hdslb.com/bfs/face/e0534d22f141dddb12d67a9918f073a4d04f1974.jpg@256h_256w,401090194,"凡人
                政趣
                喜好社科文艺
                脑子有点问题
                偶尔写点玩意",443
1801,魔女夏洛特_channel,https://i1.hdslb.com/bfs/face/1e2f82f18ce114ecf9ed6974d71e7baa3a7b3e61.jpg@256h_256w,27682625,"这里是Nature所属vup夏洛特的频道～求关注
                一般都是直播为主（不太会录视频）
                粉丝群:858608136 箱推群:750806401",441
1802,鹿玖Official,https://i2.hdslb.com/bfs/face/74f0e693fd9c78b9b8ae2698e133a2a38f65326e.jpg@256h_256w,520744324,嗨嗨，各位观众姥爷们好啊~我是新人出道虚拟主播鹿玖！现是鸽舍 Vid社员！感谢各位的支持，愿望是和更多人交朋友！,440
1803,Vtuberロイ搬运,https://i1.hdslb.com/bfs/face/57bd4c35fb5229b25e831ded1be45bd4fa572741.jpg@256h_256w,178828429,Vtuberロイ单推，个人搬运【已授权】，无有能的熟肉man，如果有好心人愿意一起来组组烤的话真的万分感谢（ﾉ´д｀）,439
1804,回忆-Channel,https://i2.hdslb.com/bfs/face/5b5f439ce67c6cfb250e468424f01bbd6da82640.jpg@256h_256w,19218934,CASA所属，虚拟猫耳娘回忆是也，有战斗猫娘和吸血鬼猎人的身份，为了不妨碍到战斗，把尾巴藏了起来，才不是断掉了呢！,438
1805,超次元学院的后厨,https://i1.hdslb.com/bfs/face/4ee940ba58e22e6de90f2238e5b5dfee84be39a8.jpg@256h_256w,487817699,"快来D超次元！另外本组不负责烤鸡肉【超凶
              ",438
1806,茶茶channel,https://i0.hdslb.com/bfs/face/d1517d1b4ff6d010c4f09d7aedc7b08fe4f32265.jpg@256h_256w,486136377,【个大尾巴猫势】是大yi巴猪茶茶！会作曲*绘画*打游戏*画师麻麻是呆呆兽哦⌯'ㅅ'⌯,437
1807,三花酱-Official,https://i2.hdslb.com/bfs/face/a5260e182562f0b1226e478df21c97dddc9f8ec0.jpg@256h_256w,23719713,"个人势vup 三花酱来了哦！
                我也不知道下一个视频会是哪个区
                粉丝群：452952893",436
1808,姬野空蝉_Official,https://i1.hdslb.com/bfs/face/daf3ed474d58371a33388b0c8b6b9a6fc21c9240.jpg@256h_256w,1637330,炒鸡智能机器人，喜欢game，最喜欢r6s。 Nature所属 箱推群：468624333,436
1809,Minamiあい,https://i1.hdslb.com/bfs/face/abe4643c6e52c6c8beb0d2bc13ca3b8345c77bec.jpg@256h_256w,26585010,这是门牌号哦：623356957,436
1810,千葉瑠璃-莎莎莉婭,https://i2.hdslb.com/bfs/face/33aaddd5a7db4974b0e36429bdd20cd434141615.jpg@256h_256w,32926827,名字：世末·睦月由爱·終焉の桜·弥生因缘·利维坦·永境之主·萨迈尔·棘羽·黯黒朣朦·无尽灾厄·千葉瑠璃·莎莎莉婭,435
1811,凛璐欲潜Shizuku,https://i2.hdslb.com/bfs/face/60569030fb266be8f0db5498d28e89d7f387d99f.jpg@256h_256w,23885819,"性格很差
                平时分享一些喜欢的视频，可能会心血来潮做点视频
                喜欢回忆过去，会发一些动态
                最大的愿望是希望有人听懂自己在说什么",435
1812,冴梨Saeri_Official,https://i2.hdslb.com/bfs/face/beddd082eaf57f4c158c53801dc72e2f2283f097.jpg@256h_256w,163508913,嗷呜呜～这里是个人势VUP的的龙族少女冴梨！粉丝群：797082358,434
1813,十字Crossじゅうじ,https://i0.hdslb.com/bfs/face/5d8f31f6480869f4a3c6c036c99fe00fc0c15fba.jpg@256h_256w,35654603,自称16岁，高中生，某校现任的不良老大，其他背景成谜，似乎和个个势力都有有私下联系，主要以投稿为主的运……搬运请私信联系,434
1814,莫新_Official,https://i1.hdslb.com/bfs/face/7645efd88cff9f4c184176b1d95dd57983be96bd.jpg@256h_256w,17497053,我叫莫新，个人势屑vup，虚拟吸血鬼。每晚8点直播，不定时上传录播。群：239636382 欢迎各位关注！联动请找我！,433
1815,出云眠Official,https://i1.hdslb.com/bfs/face/f9d270285f760091edebdc7bfbebfb3524b5065c.jpg@256h_256w,446746461,新人Vup，期待各位客官们的青睐~直播通知群897681135,432
1816,你在融化哦,https://i1.hdslb.com/bfs/face/9863bdf026279eddd170bfb66c2232d5f480c609.jpg@256h_256w,57369671,做自己喜欢的事情最重要！,431
1817,安迪亚Andia,https://i2.hdslb.com/bfs/face/6a6543a79cded28baa3935287af270d34c3611cb.jpg@256h_256w,525850968,-Virlo所属-的vup安迪亚。今天，有新的孩子来找我吗,430
1818,沧澜メロディChannel,https://i0.hdslb.com/bfs/face/cb748994a7064dcf484c7612e0c8c413d7fbd6ed.jpg@256h_256w,49584022,-个人势- Vtuber沧澜メロディ~游戏｜杂谈｜O Dreamer Mine,430
1819,时堇_Tokki,https://i0.hdslb.com/bfs/face/4e36e0c4381259d41f207be0a9466a1a4c6e4b05.jpg@256h_256w,565286306,从天光乍破到暮雪白头 很高兴认识你 饲养群 群号1104435891 联动合作请私信或联系群主,429
1820,是阁诺,https://i1.hdslb.com/bfs/face/1b1da8a3fbc99a2b158bf98d3e73897e70384682.jpg@256h_256w,443932564,玹云社所属。天庭驻雷音寺基督办事处大使馆负责人。,429
1821,胡蝶椛随缘搬运,https://i0.hdslb.com/bfs/face/7f29528409306dbdd4dc281407d54788238265f5.jpg@256h_256w,410274411,...,426
1822,鳳姫ちゃんOfficial,https://i2.hdslb.com/bfs/face/7c22f1db6b40e3f4ef005d942fc6cae7e0ed804d.jpg@256h_256w,516624275,"人生有梦，各自精彩
                毕业快乐。",426
1823,Ash_Channel,https://i1.hdslb.com/bfs/face/6727a3d09cd9ded34066b57322d9ce846970a214.jpg@256h_256w,17977334,"这里是Ash
                社团：Paimon Hell
                一般人类 neet
                打命运2和怪猎的V
                大家多多关照哦ww
                交流群：770482677",423
1824,丠丠好饿想吃饭,https://i1.hdslb.com/bfs/face/75aaadbe619764b05457baa4751b271fc4ee7199.jpg@256h_256w,8161250,"想认识更多的朋友！！顺带一提丠字念qīu哦～
                闲聊群611145073",420
1825,路人甲official,https://i1.hdslb.com/bfs/face/56e679104416edb5c5d4d34d1c5e25113faaeb25.jpg@256h_256w,624408688,拥有独特世界观的个人视频势的中日韩三语VUP组合。官方群：961613854。每个月充电榜首享有专属定制福利音声。,419
1826,水野唯channel,https://i2.hdslb.com/bfs/face/ef87f840bf308f070a9def22102e6afb16252ef7.jpg@256h_256w,396851476,<ChaosLive·S>水野唯 很高兴认识你✔ 小唯的喵喵屋 1038417542,416
1827,竹子Official,https://i1.hdslb.com/bfs/face/0992d6d840a28a453a36b7e5694b07126fa390da.jpg@256h_256w,12304275,新人播着玩清楚DD系VTB，请多多指教......,415
1828,飞鸟未央Official,https://i2.hdslb.com/bfs/face/db76142f3ea3ced1437287d6b06949ecd9eaf249.jpg@256h_256w,27123824,温瑟藤所属虚拟主播飞鸟未央（Asuka_Mio），出道预备中,415
1829,星夜秃猫_official,https://i0.hdslb.com/bfs/face/ef74f7a84775910ea81d65d77d290fec5af21976.jpg@256h_256w,14999682,春困夏乏，秋盹冬眠。（因为手术原因暂且不上号）企鹅群:1067589647,414
1830,乌贼KinoChannel,https://i2.hdslb.com/bfs/face/31cc09a838081dac74e1f61d96eda59888646850.jpg@256h_256w,2504710,"这里是Vup主Kino,居住在异国都市中的虚拟乌贼玩家哒！",411
1831,钰銤0フ0_Channel,https://i1.hdslb.com/bfs/face/0804d04fef7805ba72c06f797db22e2f6cc0ed29.jpg@256h_256w,2996709,干啥啥不行整活第一名vup，所属Acc加速社，整活群：1041386645 群答案:噗嗤 妈妈：好野_ ,410
1832,Lobelia_Channel,https://i1.hdslb.com/bfs/face/78ea960fea77fb38644f0e6580ff9be51c269923.jpg@256h_256w,423443185,423443185,408
1833,Unoge,https://i1.hdslb.com/bfs/face/6145ec79e8505f901d92f14715f3cb09d9d13567.jpg@256h_256w,11098943,每周五、周六常规直播，自娱自乐，欢迎你的到来。-看板娘泠蝶。-单推狗妈！背景是女儿，名唤珝滟。,408
1834,泽川卯雪_Channel,https://i0.hdslb.com/bfs/face/5577a58ba12464971e91e1c8570814594f950d26.jpg@256h_256w,98997990,casa所属新人vup 是瑟猫猫哦！打游戏很菜，但是还是想去试一试,407
1835,Diphylia星空,https://i0.hdslb.com/bfs/face/e61404c21f3994291e7b5baea841153bb6103253.jpg@256h_256w,37557460,Diphylia社团所属，一枚工具人哦,406
1836,紡音零official,https://i0.hdslb.com/bfs/face/a336badfb8a88babc06f82ddc74537fc44dd10c5.jpg@256h_256w,517028633,zeroproject所属，天才美少女mix師也　插画家：空4,406
1837,NornsProject,https://i1.hdslb.com/bfs/face/16c76c305201cfe0922cc384b843dfb5ee36f746.jpg@256h_256w,11594849,虚拟主播团体Norns Project公式。长期招募各种有能man，综合粉丝群：794810742,405
1838,和奈酱,https://i1.hdslb.com/bfs/face/88f4314d1d4c284dea827a1789b93b348ec9b27e.jpg@256h_256w,342158225,一年以后 我就回来了,403
1839,狐狐音の前搬运,https://i1.hdslb.com/bfs/face/0ba13f51eb49aed84093635027b0dd2219fbcaf3.jpg@256h_256w,3584186,开始推狐狐音！！！虽然有点早的粉丝群：979458664 狐狐音搬运组招人（scp字幕组翻译：无用的尸体桑）,403
1840,红茶Asmodeus,https://i1.hdslb.com/bfs/face/f47fec79a0af4f4493f2f01e42a80a258f49fc7b.jpg@256h_256w,105268561,魔女公司 Project 所属歌势VUP,402
1841,牧苏Musu,https://i2.hdslb.com/bfs/face/1e67d3d8c6c3c0d3e3a361de3d258c58788dc228.jpg@256h_256w,875335,玹云社所属虚拟主播，下饭粉丝群：634547379,401
1842,竹田七対子_Official,https://i1.hdslb.com/bfs/face/8a690dfe42000e05ef4c07f3f8fb5fec100d317e.jpg@256h_256w,2702600,雀莊MTJC零期生无心人偶Vup是也！哥哥微博→@桐野绫，qq群是529120763！,400
1843,柚木千雪channel,https://i1.hdslb.com/bfs/face/f0ec79f5e894443d9ef1e8fd58d4cf1a86893b03.jpg@256h_256w,52122313,个人势猫猫vup 画师妈妈：@如月飞鸟Asuka 模型妈妈：@奥妮克希娅 粉丝群号：210304952 ,399
1844,铃露莫莫,https://i1.hdslb.com/bfs/face/4cca6d04384e6f1473940f0b667af8771f17a314.jpg@256h_256w,25939441,记得发动态！！！！,399
1845,星研社,https://i2.hdslb.com/bfs/face/7e510761e9121ca6044de825828304797a3d8ec9.jpg@256h_256w,32892448,32892448,394
1846,云灰Channel,https://i0.hdslb.com/bfs/face/6c48f3944a97d420c57c53f0df150f6c1994053e.jpg@256h_256w,32724937,Paimon Hell所属VUP~云灰~主攻硬核模拟游戏和历史项游戏～聊天群：946131924,392
1847,我叫爆炸橙Channel,https://i2.hdslb.com/bfs/face/d750d2250aa29d53c0f39b31d20e7390623e3c6f.jpg@256h_256w,14123818,幻Home社团所属的VUP，军事科技类虚拟主播哦！粉丝群：589090557 社团粉丝群：951273507 ,392
1848,冷夏Reika_channel,https://i1.hdslb.com/bfs/face/b62889cc94db9957231d3ce1c846abb0b9e3a3a9.jpg@256h_256w,457388645,"我是冷夏Reika，个人势中日双语vup
                一个不按程序运作的机器人（｀Δ´）！
                出厂日期为6月1日
                合作请联系qq：1276805391",391
1849,心柚子_Official,https://i1.hdslb.com/bfs/face/1d8b89e1b51949bf2baf6c9f8c4c14aae4678e8e.jpg@256h_256w,203173567,直播时间晚上九点（或八点）到十二点ଘ(੭ˊ꒳​ˋ)੭✧请大家多多关照哦，手动比心❤️ 粉丝群1039019000 ,391
1850,奇姬LilyPop,https://i1.hdslb.com/bfs/face/181721f50f2f4d78f886cb2f7731464a0fd63a86.jpg@256h_256w,485407858,-魔女公司 Project- 14岁的魔法少女啾(*≧ω≦),390
1851,猫又泊舞_Official,https://i2.hdslb.com/bfs/face/b1a2bce2b3a585f433856ce225c0636ad095c0c2.jpg@256h_256w,452269468,唱歌跑调还要做歌基的泊舞是只极度自我主义的妖怪~https://peing.net/zh-CN/maoyoubowu,390
1852,雪狐狸冬眠中,https://i1.hdslb.com/bfs/face/75607a19e8140a8966406e4a0f2a5823446cef7c.jpg@256h_256w,39616880,"原汐家的七子，北极雪地的白狐，冬眠等待出道中………
                群：929884592",390
1853,子煜sexy,https://i2.hdslb.com/bfs/face/9905316e70a1c617808fafe7ff6d5b43233a9adc.jpg@256h_256w,8353983,"我是子煜，玹云社所属新人虚拟up，以后请大家多多关照！
                子煜的cago交流群：778722275",387
1854,元OL_MotoOL,https://i0.hdslb.com/bfs/face/b7ec4de64ecfd797dc2738d2d164ced9848743f9.jpg@256h_256w,429075,Virtual Genesis所属个人势：用情专一年纪不小的花痴少女。元家蚊子刷怪笼：1095864418,386
1855,希尔塔_Official,https://i0.hdslb.com/bfs/face/61ee6d63362d77cf8d24fad2882e7ab3ef2f37cd.jpg@256h_256w,525299904,文势白毛侦探，会写作会唱歌就是不太会探案，交流群：811037375，进群即可催更（bushi,386
